type	index	image	round	question	A	B	C	D	answer
hg	445	data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page9_图表52021年湖北省区县GDP及增速.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page10_图表62021年湖北省13地市三次产业占比.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page10_图表72021年湖北省代表区县三次产业占比.jpg,data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page11_图表92021年湖北省代表区县一般公共预算收入和政府性基金收入情况.jpg	1	根据图3和图4，哪个区县的一般公共预算收入和政府性基金收入总和最高？	汉南区	武昌区	东湖高新区	江岸区	A
hg	446	data/figure/hg/2024-06-28--信达证券-美西方制裁俄罗斯的复盘及启示_page10_图7俄罗斯外汇市场上人民币正逐渐取代不友好国家货币.jpg,data/figure/hg/2024-06-28--信达证券-美西方制裁俄罗斯的复盘及启示_page10_俄罗斯出口结算中各国货币的比例.jpg,data/figure/hg/2024-06-28--信达证券-美西方制裁俄罗斯的复盘及启示_page11_图9进口结算中友好国家货币结算份额增长明显.jpg,data/figure/hg/2024-06-28--信达证券-美西方制裁俄罗斯的复盘及启示_page13_图122022年俄罗斯资本外流外来投资减少.jpg	1	根据图2和图3，2023年俄罗斯出口结算中不友好国家货币的比例与进口结算中不友好国家货币的比例相比，哪个更高？	出口结算中不友好国家货币比例更高	进口结算中不友好国家货币比例更高	两者相等	无法确定	A
hg	447	data/figure/hg/2024-05-05--国联证券-美国经济韧性和再通胀研究（一）：联储加息的刺激效应与美国经济的韧性_page10_图表162020年后低利率房贷亿美元.jpg,data/figure/hg/2024-05-05--国联证券-美国经济韧性和再通胀研究（一）：联储加息的刺激效应与美国经济的韧性_page10_图表15居民存量负债万亿美元.jpg,data/figure/hg/2024-05-05--国联证券-美国经济韧性和再通胀研究（一）：联储加息的刺激效应与美国经济的韧性_page12_图表23货币基金和银行存款万亿美元.jpg,data/figure/hg/2024-05-05--国联证券-美国经济韧性和再通胀研究（一）：联储加息的刺激效应与美国经济的韧性_page13_图表25所有商业银行存款万亿美元.jpg	1	根据提供的四张直方图，2020年后房贷金额与炒房金额的差额是多少？	400000亿美元	350000亿美元	450000亿美元	500000亿美元	A
hg	448	data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page12_图表1131省份2023年18月新增专项债发行规模.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page13_图表13不同期限的专项债发行规模的占比.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page14_图表1531省份2023年18月新增专项债用作资本金的规模占比.jpg,data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page15_图表17截至2023年8月末已发行的48支中小银行专项债的区域分布.jpg	1	根据图2和图4，截至2023年8月末已发行的48支中小银行专项债中，哪一省份的发行数量最多，但其新增专项债用作资本金的比例低于财政部规定上限？	辽宁	甘肃	内蒙古	黑龙江	A
hg	449	data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page4_图311月社融同比受企业直接融资拖累最大.jpg,data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page5_图611月企业中长贷占比较高.jpg,data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page5_图411月信贷同比主要受居民中长贷拖累.jpg,data/figure/hg/2022-12-22--国信证券-货币政策与流动性观察：金融数据“拐点”隐现_page6_图711月新增居民中长贷占比上升.jpg	1	根据图1、图2、图3和图4，2022年11月与2021年11月相比，新增社融中人民币贷款的变化趋势如何？	显著增加	略有减少	基本持平	显著减少	A
hg	450	data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page5_no_caption.jpg,data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page5_图1各板块2023年总营收增速截至4月12日.jpg,data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page6_图3各板块20222023年ROE变化截至4月12日.jpg,data/figure/hg/2024-04-14--东海证券-宏观周观点：“国九条”发布，资本市场进入新发展阶段_page9_图8美国CPI同比主要分项变化.jpg	1	根据提供的直方图，2023年总营收增速最高的行业是哪个？	公用事业	农林牧渔	食品饮料	纺织服饰	A
hg	451	data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page3_社融当月新增.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page3_社融各分项新增情况.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page4_3月单月金融机构新增人民币贷款.jpg,data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page4_13月金融机构累计新增人民币贷款.jpg	1	根据图3和图4，2024年3月的人民币贷款增量与2023年3月相比增加了多少亿元？	10000	20000	30000	40000	C
hg	452	data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page6_图表42021年海南省一般公共预算收支预算级次构成图.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page6_图表3海南省2021年各地市产业结构.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表62020年海南省创造税收收入分税种构成.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表52020年海南省创造的税收收入来源分行业对比.jpg	1	根据图1和图2，海南省2021年省本级收入占比为36.1%，支出占比为32.8%。请问在海口市、三亚市和儋州市中，哪个城市的第三产业占比最高？	海口市	三亚市	儋州市	无法确定	B
hg	453	data/figure/hg/2024-07-10--天风证券-微观流动性跟踪：ETF延续大额净流入，两融及北向大幅撤出_page8_图13不同类别股票型ETF净申购测算.jpg,data/figure/hg/2024-07-10--天风证券-微观流动性跟踪：ETF延续大额净流入，两融及北向大幅撤出_page9_图14股票型ETF净申购排名前后5.jpg,data/figure/hg/2024-07-10--天风证券-微观流动性跟踪：ETF延续大额净流入，两融及北向大幅撤出_page10_图15周度股权融资.jpg,data/figure/hg/2024-07-10--天风证券-微观流动性跟踪：ETF延续大额净流入，两融及北向大幅撤出_page12_图18本期与未来两周解禁规模.jpg	1	根据图4，哪一周的解禁流通市值最高？	23/06/09	23/07/07	23/08/04	23/09/01	B
hg	454	data/figure/hg/2023-01-10--国金证券-“见微知著”跟踪系列：地产政策再加码，未来需关注什么？_page6_图表4符合本轮首套住房贷款利率调整条件的城市范围显著扩大.jpg,data/figure/hg/2023-01-10--国金证券-“见微知著”跟踪系列：地产政策再加码，未来需关注什么？_page7_图表8股权融资占地产新增融资的比重小.jpg,data/figure/hg/2023-01-10--国金证券-“见微知著”跟踪系列：地产政策再加码，未来需关注什么？_page11_no_caption.jpg,data/figure/hg/2023-01-10--国金证券-“见微知著”跟踪系列：地产政策再加码，未来需关注什么？_page11_图表2712月下旬多数城市商圈客流显著恢复.jpg	1	结合图2和图4，分析地产新增融资结构情况及主要城市商圈客流量恢复强度。以下哪个选项正确描述了这些数据？	信贷融资占比逐年下降，且主要城市商圈客流量恢复强度较高。	信贷融资占比逐年上升，且主要城市商圈客流量恢复强度较低。	信贷融资占比逐年下降，且主要城市商圈客流量恢复强度较低。	信贷融资占比逐年上升，且主要城市商圈客流量恢复强度较高。	A
hg	455	data/figure/hg/2024-07-07--开源证券-宏观周报：新建房成交同比转正_page4_图8最近两周地产链需求绝对值低于历史同期.jpg,data/figure/hg/2024-07-07--开源证券-宏观周报：新建房成交同比转正_page5_图10最近两周中国轻纺城平均成交量回落至历史低位.jpg,data/figure/hg/2024-07-07--开源证券-宏观周报：新建房成交同比转正_page9_图242023年同期商品房成交基数较低.jpg,data/figure/hg/2024-07-07--开源证券-宏观周报：新建房成交同比转正_page9_图26最近两周14城二手房成交面积延续历史高位.jpg	1	根据图3和图4，哪一年的一线城市商品房成交面积最低？	2019年	2020年	2021年	2024年	B
hg	456	data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表62020年海南省创造税收收入分税种构成.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表52020年海南省创造的税收收入来源分行业对比.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page9_图表92021年海南省各地市一般公共收入预算质量.jpg,data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page9_图表102021年海南省各地市财政自给率.jpg	1	根据图1和图2，假设房地产业的税收收入为100亿元，那么增值税和企业所得税的总税收收入是多少？	150亿元	180亿元	200亿元	220亿元	B
hg	457	data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page4_图10截至上周5月新发债券型基金近847亿份占总新发基金的比例为mathbf838.jpg,data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page5_图14其中沪股通ETF买卖总额141亿元占比约66.jpg,data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page6_图18上周消费风格北向资金大幅净流出84亿元周期科技风格流入超20亿元.jpg,data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page7_图23截至上周5月IPO数仅为3家合计融资规模约为86亿元.jpg	1	根据图3和图4，北向资金在消费风格上的净流出金额与截至2024年5月IPO家数分别是多少？	84亿元, 3家	90亿元, 4家	80亿元, 2家	86亿元, 5家	A
hg	458	data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page2_图2公共财政收入完成进度.jpg,data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page3_图5公共财政支出完成进度.jpg,data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page4_图8财政分项支出同比增速9月边际变化.jpg,data/figure/hg/2023-10-25--中国银河-9月财政数据分析：收入印证复苏，支出持续加力_page5_图9政府性基金收入完成进度.jpg	1	根据图4，2023年9月与2023年8月相比，节能环保领域的支出同比增速变化了多少百分点？	增加了5个百分点	减少了5个百分点	增加了10个百分点	减少了10个百分点	B
